user_id,sentence_id,brontekst,tokens,preconditions,number of preconditions,"ambiguious (1 = true, 0  false)",srl_tags,annotation_round,comments,timestamps,is_test_sentence,law,new_srl_tags
annotator_14,390-Zorgverzekeringswet,Een teruggaaf wordt niet verleend indien het met toepassing van het eerste lid berekende bedrag niet meer bedraagt dan het in  genoemde bedrag . ,"['Een', 'teruggaaf', 'wordt', 'niet', 'verleend', 'indien', 'het', 'met', 'toepassing', 'van', 'het', 'eerste', 'lid', 'berekende', 'bedrag', 'niet', 'meer', 'bedraagt', 'dan', 'het', 'in', 'genoemde', 'bedrag', '.']","['indien', 'het', 'met', 'toepassing', 'van', 'het', 'eerste', 'lid', 'berekende', 'bedrag', 'niet', 'meer', 'bedraagt', 'dan', 'het', 'in', 'genoemde', 'bedrag']",1.0,0.0,"['Object', 'Object', 'Action', 'Action', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Zorgverzekeringswet,"['Object', 'Object', 'Action', 'Action', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']"
annotator_10,67-Natuurbeschermingswet_1998,"Onze Minister kan aanwijzingen geven omtrent veronderstelde ontwikkelingen die in ieder geval als grondslag voor beschrijvingen als bedoeld in  ,  moeten worden aangenomen ,  alsmede omtrent onderwerpen die in ieder geval in een rapport als bedoeld in dat ","['Onze', 'Minister', 'kan', 'aanwijzingen', 'geven', 'omtrent', 'veronderstelde', 'ontwikkelingen', 'die', 'in', 'ieder', 'geval', 'als', 'grondslag', 'voor', 'beschrijvingen', 'als', 'bedoeld', 'in', ',', 'moeten', 'worden', 'aangenomen', ',', 'alsmede', 'omtrent', 'onderwerpen', 'die', 'in', 'ieder', 'geval', 'in', 'een', 'rapport', 'als', 'bedoeld', 'in', 'dat']",[],0.0,1.0,"['Actor', 'Actor', 'Action', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'O']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Natuurbeschermingswet_1998,"['Actor', 'Actor', 'Action', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'O']"
annotator_14,822-aanbestedingswet,"Indien de ondernemer om gegronde redenen niet in staat is de door de aanbestedende dienst gevraagde bewijsstukken over te leggen ,  kan hij zijn economische en financile draagkracht aantonen met andere bescheiden die de aanbestedende dienst geschikt acht . ","['Indien', 'de', 'ondernemer', 'om', 'gegronde', 'redenen', 'niet', 'in', 'staat', 'is', 'de', 'door', 'de', 'aanbestedende', 'dienst', 'gevraagde', 'bewijsstukken', 'over', 'te', 'leggen', ',', 'kan', 'hij', 'zijn', 'economische', 'en', 'financile', 'draagkracht', 'aantonen', 'met', 'andere', 'bescheiden', 'die', 'de', 'aanbestedende', 'dienst', 'geschikt', 'acht', '.']","['Indien', 'de', 'ondernemer', 'om', 'gegronde', 'redenen', 'niet', 'in', 'staat', 'is', 'de', 'door', 'de', 'aanbestedende', 'dienst', 'gevraagde', 'bewijsstukken', 'over', 'te', 'leggen']",1.0,0.0,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'Action', 'Actor', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,aanbestedingswet,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'Action', 'Actor', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']"
annotator_14,265-Wet_op_de_jeugdzorg,Bij of krachtens algemene maatregel van bestuur worden regels gesteld omtrent de deskundigheden waarover de stichting moet beschikken en kunnen regels worden gesteld over de deskundigheid waarover bij de stichting werkzame personen moeten beschikken om een verantwoorde uitvoering van de taken te kunnen realiseren . ,"['Bij', 'of', 'krachtens', 'algemene', 'maatregel', 'van', 'bestuur', 'worden', 'regels', 'gesteld', 'omtrent', 'de', 'deskundigheden', 'waarover', 'de', 'stichting', 'moet', 'beschikken', 'en', 'kunnen', 'regels', 'worden', 'gesteld', 'over', 'de', 'deskundigheid', 'waarover', 'bij', 'de', 'stichting', 'werkzame', 'personen', 'moeten', 'beschikken', 'om', 'een', 'verantwoorde', 'uitvoering', 'van', 'de', 'taken', 'te', 'kunnen', 'realiseren', '.']","['Bij', 'of', 'krachtens', 'algemene', 'maatregel', 'van', 'bestuur']",1.0,0.0,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Action', 'Object', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', 'Action', 'Object', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_op_de_jeugdzorg,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Action', 'Object', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', 'Action', 'Object', 'Action', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', '.']"
annotator_14,142-Wet_op_de_lijkbezorging,Een begraafplaats kan worden gesloten . ,"['Een', 'begraafplaats', 'kan', 'worden', 'gesloten', '.']",[],0.0,0.0,"['Object', 'Object', 'Action', 'Action', 'Action', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_op_de_lijkbezorging,"['Object', 'Object', 'Action', 'Action', 'Action', '.']"
annotator_14,745-aanbestedingswet,De gegevens en inlichtingen die in een verklaring kunnen worden verlangd en het model of de modellen van die verklaring worden bij of krachtens algemene maatregel van bestuur vastgesteld . ,"['De', 'gegevens', 'en', 'inlichtingen', 'die', 'in', 'een', 'verklaring', 'kunnen', 'worden', 'verlangd', 'en', 'het', 'model', 'of', 'de', 'modellen', 'van', 'die', 'verklaring', 'worden', 'bij', 'of', 'krachtens', 'algemene', 'maatregel', 'van', 'bestuur', 'vastgesteld', '.']",[],1.0,1.0,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Action', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,aanbestedingswet,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Action', '.']"
annotator_13,269-Werkloosheidswet,"Het UWV betaalt de uitkering ,  bedoeld in het tweede lid ,  binnen zes weken na indiening van de aanvraag . ","['Het', 'UWV', 'betaalt', 'de', 'uitkering', ',', 'bedoeld', 'in', 'het', 'tweede', 'lid', ',', 'binnen', 'zes', 'weken', 'na', 'indiening', 'van', 'de', 'aanvraag', '.']",[],0.0,0.0,"['Actor', 'Actor', 'Action', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Werkloosheidswet,"['Actor', 'Actor', 'Action', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'Object', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']"
annotator_10,646-Wet_natuurbescherming,"De jachtakte wordt aan degene aan wie zij wordt verleend ,  in persoon uitgereikt . ","['De', 'jachtakte', 'wordt', 'aan', 'degene', 'aan', 'wie', 'zij', 'wordt', 'verleend', ',', 'in', 'persoon', 'uitgereikt', '.']",[],0.0,1.0,"['Object', 'Object', 'Action', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'Recipient', ',', 'O', 'O', 'Action', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_natuurbescherming,"['Object', 'Object', 'Action', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'Recipient', ',', 'O', 'O', 'Action', '.']"
annotator_14,104-Natuurbeschermingswet_1998,Een schadebeoordelingscommissie wordt door het bevoegde gezag ingesteld . ,"['Een', 'schadebeoordelingscommissie', 'wordt', 'door', 'het', 'bevoegde', 'gezag', 'ingesteld', '.']",[],0.0,0.0,"['Object', 'Object', 'Action', 'Actor', 'Actor', 'Actor', 'Actor', 'Action', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Natuurbeschermingswet_1998,"['Object', 'Object', 'Action', 'Actor', 'Actor', 'Actor', 'Actor', 'Action', '.']"
annotator_3,92-Financiële-verhoudingswet,"Gedeputeerde staten en het college van burgemeester en wethouders kunnen na een besluit als bedoeld in het derde lid ,  indien bijzondere omstandigheden daartoe aanleiding geven ,  schriftelijk en met redenen omkleed aan Onze Minister van Binnenlandse Zaken en Koninkrijksrelaties verzoeken om de opschorting ongedaan te maken . ","['Gedeputeerde', 'staten', 'en', 'het', 'college', 'van', 'burgemeester', 'en', 'wethouders', 'kunnen', 'na', 'een', 'besluit', 'als', 'bedoeld', 'in', 'het', 'derde', 'lid', ',', 'indien', 'bijzondere', 'omstandigheden', 'daartoe', 'aanleiding', 'geven', ',', 'schriftelijk', 'en', 'met', 'redenen', 'omkleed', 'aan', 'Onze', 'Minister', 'van', 'Binnenlandse', 'Zaken', 'en', 'Koninkrijksrelaties', 'verzoeken', 'om', 'de', 'opschorting', 'ongedaan', 'te', 'maken', '.']","['na', 'een', 'besluit', 'als', 'bedoeld', 'in', 'het', 'derde', 'lid', 'X', 'indien', 'bijzondere', 'omstandigheden', 'daartoe', 'aanleiding', 'geven']",2.0,1.0,"['Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,verhoudingswet,"['Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Actor', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', '.']"
annotator_10,148-Vreemdelingenwet_2000,De geldigheid van een machtiging tot voorlopig verblijf vervalt in elk geval met ingang van het tijdstip waarop ten behoeve van de vreemdeling een verblijfsvergunning als bedoeld in  ambtshalve is verleend . ,"['De', 'geldigheid', 'van', 'een', 'machtiging', 'tot', 'voorlopig', 'verblijf', 'vervalt', 'in', 'elk', 'geval', 'met', 'ingang', 'van', 'het', 'tijdstip', 'waarop', 'ten', 'behoeve', 'van', 'de', 'vreemdeling', 'een', 'verblijfsvergunning', 'als', 'bedoeld', 'in', 'ambtshalve', 'is', 'verleend', '.']","['in', 'elk', 'geval', 'met', 'ingang', 'van', 'het', 'tijdstip', 'waarop', 'ten', 'behoeve', 'van', 'de', 'vreemdeling', 'een', 'verblijfsvergunning', 'als', 'bedoeld', 'in', 'ambtshalve', 'is', 'verleend']",0.0,1.0,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Vreemdelingenwet_2000,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']"
annotator_3,171-Instellingswet_Autoriteit_Consument_en_Markt,"Indien wordt verzocht om een voorlopige voorziening als bedoeld in  ,  wordt de openbaarmaking van de beschikking opgeschort totdat de voorzieningenrechter uitspraak heeft gedaan of het verzoek is ingetrokken . ","['Indien', 'wordt', 'verzocht', 'om', 'een', 'voorlopige', 'voorziening', 'als', 'bedoeld', 'in', ',', 'wordt', 'de', 'openbaarmaking', 'van', 'de', 'beschikking', 'opgeschort', 'totdat', 'de', 'voorzieningenrechter', 'uitspraak', 'heeft', 'gedaan', 'of', 'het', 'verzoek', 'is', 'ingetrokken', '.']","['Indien', 'wordt', 'verzocht', 'om', 'een', 'voorlopige', 'voorziening', 'als', 'bedoeld', 'in', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'totdat', 'de', 'voorzieningenrechter', 'uitspraak', 'heeft', 'gedaan', 'OF', 'het', 'verzoek', 'is', 'ingetrokken', '.']",3.0,1.0,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'Object', 'Object', 'Object', 'Object', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Instellingswet_Autoriteit_Consument_en_Markt,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'Object', 'Object', 'Object', 'Object', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']"
annotator_13,542-Vreemdelingenwet_2000,"De aanvraag tot het verlenen van een verblijfsvergunning voor onbepaalde tijd als bedoeld in  kan niet eerder worden ingediend dan vier weken voordat de vreemdeling gedurende vijf achtereenvolgende jaren rechtmatig verblijf als bedoeld in  ,  heeft gehad . ","['De', 'aanvraag', 'tot', 'het', 'verlenen', 'van', 'een', 'verblijfsvergunning', 'voor', 'onbepaalde', 'tijd', 'als', 'bedoeld', 'in', 'kan', 'niet', 'eerder', 'worden', 'ingediend', 'dan', 'vier', 'weken', 'voordat', 'de', 'vreemdeling', 'gedurende', 'vijf', 'achtereenvolgende', 'jaren', 'rechtmatig', 'verblijf', 'als', 'bedoeld', 'in', ',', 'heeft', 'gehad', '.']","['eerder', 'X', 'X', 'dan', 'vier', 'weken', 'voordat', 'de', 'vreemdeling', 'gedurende', 'vijf', 'achtereenvolgende', 'jaren', 'rechtmatig', 'verblijf', 'als', 'bedoeld', 'in', '', '', 'heeft', 'gehad']",0.0,1.0,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'O', 'Action', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Vreemdelingenwet_2000,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'O', 'Action', 'Action', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'O', 'O', '.']"
annotator_10,171-Spoorwegwet,Een concessie wordt niet eerder verleend dan vier weken nadat het ontwerp aan beide kamers der Staten - Generaal is overgelegd . ,"['Een', 'concessie', 'wordt', 'niet', 'eerder', 'verleend', 'dan', 'vier', 'weken', 'nadat', 'het', 'ontwerp', 'aan', 'beide', 'kamers', 'der', 'Staten', '-', 'Generaal', 'is', 'overgelegd', '.']","['eerder', 'X', 'dan', 'vier', 'weken', 'nadat', 'het', 'ontwerp', 'aan', 'beide', 'kamers', 'der', 'Staten', '-', 'Generaal', 'is', 'overgelegd']",0.0,1.0,"['Object', 'Object', 'Action', 'O', 'Precondition', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Spoorwegwet,"['Object', 'Object', 'Action', 'O', 'Precondition', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']"
annotator_13,644-Wet_rechterlijke_organisatie,De Raad zendt het begrotingsvoorstel en de meerjarenraming voor een door Onze Minister te bepalen tijdstip aan Onze Minister . ,"['De', 'Raad', 'zendt', 'het', 'begrotingsvoorstel', 'en', 'de', 'meerjarenraming', 'voor', 'een', 'door', 'Onze', 'Minister', 'te', 'bepalen', 'tijdstip', 'aan', 'Onze', 'Minister', '.']",[],0.0,0.0,"['Actor', 'Actor', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Recipient', 'Recipient', 'Recipient', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_rechterlijke_organisatie,"['Actor', 'Actor', 'Action', 'Object', 'Object', 'Object', 'Object', 'Object', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Recipient', 'Recipient', 'Recipient', '.']"
annotator_14,482-Spoorwegwet,"Onze Minister verleent ,  op aanvraag ,  aan een beheerder ,  in afwijking van het eerste lid ,  een veiligheidscertificaat ,  indien hij beschikt over een op grond van  verleende veiligheidsvergunning . ","['Onze', 'Minister', 'verleent', ',', 'op', 'aanvraag', ',', 'aan', 'een', 'beheerder', ',', 'in', 'afwijking', 'van', 'het', 'eerste', 'lid', ',', 'een', 'veiligheidscertificaat', ',', 'indien', 'hij', 'beschikt', 'over', 'een', 'op', 'grond', 'van', 'verleende', 'veiligheidsvergunning', '.']","['op', 'aanvraag', 'X', 'X', 'X', 'X', 'X', '', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'indien', 'hij', 'beschikt', 'over', 'een', 'op', 'grond', 'van', 'verleende', 'veiligheidsvergunning']",2.0,1.0,"['Actor', 'Actor', 'Action', ',', 'O', 'O', ',', 'Recipient', 'Recipient', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'Object', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Spoorwegwet,"['Actor', 'Actor', 'Action', ',', 'O', 'O', ',', 'Recipient', 'Recipient', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', ',', 'Object', 'O', ',', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', '.']"
annotator_10,183-Grondwet,Besluiten worden genomen bij meerderheid van stemmen . ,"['Besluiten', 'worden', 'genomen', 'bij', 'meerderheid', 'van', 'stemmen', '.']","['bij', 'meerderheid', 'van', 'stemmen']",1.0,1.0,"['Object', 'Action', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Grondwet,"['Object', 'Action', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', '.']"
annotator_14,303-Spoorwegwet,"Onze Minister kan ,  met inachtneming van artikel 1 van de interoperabiliteitsrichtlijn en de TSIs ,  ontheffing verlenen van het verbod ,  bedoeld in het eerste lid .","['Onze', 'Minister', 'kan', ',', 'met', 'inachtneming', 'van', 'artikel', '1', 'van', 'de', 'interoperabiliteitsrichtlijn', 'en', 'de', 'TSIs', ',', 'ontheffing', 'verlenen', 'van', 'het', 'verbod', ',', 'bedoeld', 'in', 'het', 'eerste', 'lid', '.']","['met', 'inachtneming', 'van', 'artikel', '1', 'van', 'de', 'interoperabiliteitsrichtlijn', 'en', 'de', 'TSIs']",1.0,1.0,"['Actor', 'Actor', 'Action', ',', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'O', 'O', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Spoorwegwet,"['Actor', 'Actor', 'Action', ',', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'O', 'O', 'Object', 'Object', 'Object', ',', 'Object', 'Object', 'Object', 'Object', 'O', '.']"
annotator_3,462-Vreemdelingenbesluit_2000,Een aanvraag tot het verlengen van de geldigheidsduur van een verblijfsvergunning regulier voor bepaalde tijd wordt niet op grond van  afgewezen indien uitzetting van de vreemdeling in strijd zou zijn met ,"['Een', 'aanvraag', 'tot', 'het', 'verlengen', 'van', 'de', 'geldigheidsduur', 'van', 'een', 'verblijfsvergunning', 'regulier', 'voor', 'bepaalde', 'tijd', 'wordt', 'niet', 'op', 'grond', 'van', 'afgewezen', 'indien', 'uitzetting', 'van', 'de', 'vreemdeling', 'in', 'strijd', 'zou', 'zijn', 'met']","['indien', 'uitzetting', 'van', 'de', 'vreemdeling', 'in', 'strijd', 'zou', 'zijn', 'met']",1.0,0.0,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'O', 'O', 'O', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Vreemdelingenbesluit_2000,"['Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Object', 'Action', 'Action', 'O', 'O', 'O', 'Action', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition']"
annotator_14,927-Wet_milieubeheer,"In een geval als bedoeld in  ,  wordt het verzoek ingediend bij een der bevoegde bestuursorganen ;  dat orgaan zendt het onverwijld aan de andere bevoegde organen . ","['In', 'een', 'geval', 'als', 'bedoeld', 'in', ',', 'wordt', 'het', 'verzoek', 'ingediend', 'bij', 'een', 'der', 'bevoegde', 'bestuursorganen', ';', 'dat', 'orgaan', 'zendt', 'het', 'onverwijld', 'aan', 'de', 'andere', 'bevoegde', 'organen', '.']","['In', 'een', 'geval', 'als', 'bedoeld', 'in']",1.0,1.0,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'O', 'Object', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ';', 'Actor', 'O', 'O', 'O', 'O', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'O', '.']",DS,,NOT_AVAILABLE_THIS_ROUND,False,Wet_milieubeheer,"['Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', 'Precondition', ',', 'O', 'Object', 'O', 'O', 'O', 'O', 'O', 'O', 'O', ';', 'Actor', 'O', 'O', 'O', 'O', 'Recipient', 'Recipient', 'Recipient', 'Recipient', 'O', '.']"
